id,order_id,sku
6136835c-cfa4-4308-bd65-440f7b4cc232,363ab5f2-78b4-4227-9333-9701ef388434,BEV-001
1a5fc7f0-1573-454a-ae79-576673c280ed,363ab5f2-78b4-4227-9333-9701ef388434,JAF-002
d32d93ca-250b-47b2-b640-cb482eb59f8f,d6cdb882-aa8c-4b5a-a478-4321eff284e6,BEV-001
8dabb27c-fcc2-4513-8adf-886cdc5693aa,ca934a93-aca1-4aeb-9786-efb0da1ee26a,BEV-004
6849a62f-43ee-464c-8f1f-9d597f636e3b,ecd64383-c4df-41aa-b270-f3b110057558,BEV-002
ea2ea192-7d11-4252-bd53-821a701abdcb,adae1fcd-20b7-4f40-af1c-dc121d648d4f,BEV-003
c76056cb-bdd7-43b6-aa8d-3996ba6861bd,43565eda-548a-4d00-afae-c4b5d37e7524,BEV-003
b243101b-a04c-4682-b03d-c6b8de21be09,0116c37e-224e-4bd6-9e94-6c0588315b2d,BEV-001
81bab551-4b4b-4f7a-b0a9-a7b7867b8aa3,0116c37e-224e-4bd6-9e94-6c0588315b2d,BEV-004
1e19badb-d75b-42ae-859d-41293afc6c5d,3f075493-a0a0-4d87-95f9-5e6f23b9bf33,BEV-002
3cb747dc-b3a8-4e0e-88da-17c98352653e,ca72c9ad-9474-49fa-95f4-4315dfcc21bb,BEV-001
15be2a14-cfab-4a1f-b041-fab2ec4c4e3f,9705e997-90ad-438d-991c-cd109c05a4de,BEV-002
5661e6a3-0525-4410-80f0-be638394e8ba,a6d0af79-a093-4b4e-b774-dd2f06788ae0,BEV-005
25873429-07f4-48db-9980-18b229577063,4aa55815-9db4-4a81-be59-c14968a46381,BEV-004
c35422ac-5e05-4f3c-93a7-cd91a97c7690,4aa55815-9db4-4a81-be59-c14968a46381,JAF-005
b0de1bb7-2c46-48dc-af6e-ffd3d20808b2,839c501d-230a-4705-800c-4a5b2268e351,BEV-001
e8ff4cc3-998a-47c8-8f5a-2db1802440dc,309e1e19-0a14-447e-9abc-225d836a72c7,BEV-001
66f6e4c1-2d9d-4d8f-89d9-d990fd25ab15,87a9ed60-ade0-4f73-9613-72279fa25bf4,BEV-001
0f2798f1-184f-4884-a445-96cedf35e23e,6604d152-366c-433a-8a1a-97d95a10e8b8,BEV-002
8dfd529c-467b-479b-9459-2fab9e577e72,83284ac0-e85d-4982-94f8-dd370118cfb1,BEV-002
87b51281-9cc0-48f1-bebc-68f2c3c4668a,b25d2810-8011-48fa-993b-5fdc05521373,BEV-003
9de9457b-c458-4b36-bec3-f71ea62d5c75,8c811be4-537c-4650-905b-422fef273d7f,BEV-005
0044083d-7fdd-4bc0-a879-5de02be98c97,39a559d3-5e4b-4394-b2e8-269cd87fc52b,BEV-003
56c672b7-8c0b-4703-a934-508ed8d35819,3ef4e40b-1e94-4225-9aa4-0fd58c477eda,BEV-004
7d5e391a-7910-4e02-a854-46f570b0d3f6,baa90c9d-eacd-4921-b819-d9f67a410bc5,BEV-001
9fe63b3a-405b-44fc-962a-afffcb2dca69,baa90c9d-eacd-4921-b819-d9f67a410bc5,BEV-001
a755cf2f-0a54-4320-aa6c-31f0f7878b0e,baa90c9d-eacd-4921-b819-d9f67a410bc5,BEV-005
831f2fe0-b8d8-43e6-9bb4-b41cef7d3667,baa90c9d-eacd-4921-b819-d9f67a410bc5,JAF-004
d4752dce-c6fd-44ee-a963-e1e7707ad028,aa130982-af81-4446-b3b9-4813a9a9344e,BEV-003
312f5c4a-a71f-44be-bf54-932ea812e483,aa130982-af81-4446-b3b9-4813a9a9344e,BEV-001
86d6a5bf-4bde-4f58-b861-c0d72aba4c97,8f6e0f22-27fb-45ae-8132-cd8f479b34de,BEV-001
35f61c8c-36c0-4e15-a955-6add66429450,2fe2a289-ae8f-4c47-aaca-73f8a7b14b78,BEV-005
15f5287e-d5d1-4d92-9f77-0bbc7f94a058,a529785d-423a-4687-9bc4-003587aa3781,BEV-004
5c0f32a6-3a9c-4d72-964d-699c0bd81681,f53c2c7d-f776-40be-859c-52bac7dba0cb,BEV-001
45ed692f-b194-467b-8323-35329f619040,7700148e-1764-4cb7-8b59-1f0a5ccc14cc,BEV-005
f39cd5ae-73f2-4266-9425-525cd48b9add,973bb301-1008-4e43-b016-b5268924fb76,BEV-002
17661e55-d7fb-46a9-9c81-75eb1345c6ba,973bb301-1008-4e43-b016-b5268924fb76,BEV-005
5eb2bbc3-2f8e-4e77-9b98-b27d32144f86,ad42d913-fa5a-4d71-ae9c-b6457e8f27f0,BEV-005
652a39e2-9283-4e82-815f-69c366901179,ad42d913-fa5a-4d71-ae9c-b6457e8f27f0,BEV-001
38da58d5-a54b-4f5a-a161-aa1676252aa4,5c797c2b-bd10-42a6-b8c8-44ad6a83dedd,BEV-003
0f9cbe6e-c24b-4ba9-86ba-4a3d6926577f,e242e517-3e71-40eb-9758-63662e31c2b3,BEV-002
29af4a4f-b9a1-42cc-98d7-f7a150aed999,71ffb58e-9048-4768-bba5-e0da953cc9ce,BEV-004
089d1cf0-e09b-47c4-b3cd-cd8457888af1,f768cf35-063d-4d0f-9656-d4edc491f4c4,BEV-001
dd5416d4-58e3-4415-be77-694f0744a113,c24e5fe1-0015-4545-aab1-c1e99fa71e46,BEV-003
43de6735-09cc-4cd9-82e9-55038e2ce7ea,142d6232-b201-44ff-871e-e31115391cf7,BEV-004
e16d6120-329d-4ced-a9a9-71a95545ec36,142d6232-b201-44ff-871e-e31115391cf7,JAF-004
2ecd5167-08ae-4709-8a13-3c3fcda7d953,9f6c9eac-4a04-45bd-81d8-80a24f78ac13,BEV-001
a239be91-ff82-4587-8d02-12ca6f3e3ccf,8ff7a481-c701-41b6-8542-49b2aac787de,BEV-003
2398bff4-5eb3-4f43-a718-4c603a3a393b,32612e2d-5fd1-4537-9531-c661de9419a5,BEV-005
174752c2-841a-4092-bf37-a6a47351778c,c6eeb37c-8085-48bd-9bad-11423e2529fa,BEV-003
9d2970fa-ce99-4896-b1ee-bb2357d16a13,1eb0f304-b0bd-4165-9899-6c486dff03d3,BEV-002
2b44a5bf-ec12-4396-bad7-12d36a7b18e1,f6712214-99d1-4a1d-989f-e4b5d6a811fe,BEV-004
9a30b0fa-3a42-479c-b861-cb8608e217d5,f6712214-99d1-4a1d-989f-e4b5d6a811fe,JAF-005
a46cf2d9-8cd5-48e1-95d9-64d4ea5def3c,8895e563-c525-41e4-9df9-ab54c2dfdc1b,BEV-001
ba0f2e22-7788-4747-8e84-2c9d13c55500,7958e171-55d1-461d-98bf-80daac2ff3d6,BEV-004
3ac218f1-34db-4d22-b0fa-d6f2c69ff813,460b6359-88d3-4e20-bfbc-8b015f90f28b,BEV-004
abecbdd2-87a8-41ad-886d-55381ba90d2e,fc2fb35e-c158-4fec-aef4-74ab3601845e,BEV-001
b4063be4-9bee-4bc5-8745-57064dcbc07a,3d7b141b-15d8-4a5f-b23e-5e8efdf99707,BEV-001
00d4631a-8403-418a-8a32-75bddfe6e8ea,c876024c-2ef1-4df2-9d1c-9376a492f809,BEV-001
76002ea8-689e-4538-b01e-7cd9ae92c8fd,dc44901f-1b58-42a4-bf63-10bc2d725f09,BEV-005
ff350d50-2263-4835-ad47-5d4df505f3e4,dc44901f-1b58-42a4-bf63-10bc2d725f09,BEV-005
5094f375-5288-4546-ab05-c8e70fc068a5,d82bc789-3cf8-42b4-a473-8991b0ec3d3b,BEV-005
a5f8e0f6-0222-4968-bff7-ed38ba728286,d82bc789-3cf8-42b4-a473-8991b0ec3d3b,BEV-004
4b5ae46c-36a9-4c42-8e95-fc1a40c31d86,d82bc789-3cf8-42b4-a473-8991b0ec3d3b,JAF-003
5b7c4629-bc89-4292-8aa0-fecf1e6c193c,83a8de63-2cdf-472e-93c5-6576c079e78f,BEV-004
45dd92d7-47d8-4126-be6a-fad4a4b0e12d,0d51c562-d3a6-49f2-9d9d-4ba5d01619c5,BEV-002
39f2fc9d-7647-4f76-a662-00285a667c5a,0d51c562-d3a6-49f2-9d9d-4ba5d01619c5,BEV-005
ffff5904-67cb-4972-a21c-7486fa23515f,0d51c562-d3a6-49f2-9d9d-4ba5d01619c5,JAF-005
778b94f6-6586-4314-bbd2-03582038746c,ee301313-818d-4a22-bff7-404b189f1416,BEV-004
1c71c9d3-f1f7-434a-b9d3-f8cd1483c577,ee301313-818d-4a22-bff7-404b189f1416,BEV-002
5b3e627e-ce8e-4b62-b3e1-2db8f78d21fa,ad7bb957-5b4f-4d62-bf00-c08799cd6220,BEV-005
8f5cf40d-1a49-469a-ab8d-d8fcceda0b43,1dc06d4f-c718-4085-ad96-02199d2eedf4,BEV-004
d7219b23-4c47-43b4-938e-c37831343bfc,4aae2a30-4f28-42a4-b688-f33a5426fdbb,BEV-005
a13c19c1-fcc7-49d5-9b58-825f423f9095,628800e1-6c9f-4bfa-8ceb-fc6a4f6ed812,BEV-001
3a167a95-4503-4efc-93d7-b2ab22b23915,62b69dd9-e8cc-446f-b41b-add9269d2153,BEV-002
877d2ee9-4d3e-4269-ab35-e016dc9a1701,62b69dd9-e8cc-446f-b41b-add9269d2153,BEV-005
ad1aa675-c1b0-4eb8-830f-5c812baa22a7,4b6b798e-b187-4abd-b061-797f5517bfa1,BEV-003
ffa45dd1-46c5-40c3-a026-8410832ea75f,a21b0ac7-8141-47a9-bf19-0f32dd8f8bb3,BEV-003
bfb67793-0711-446c-805e-f1ffc2139ef2,17edc5ec-9f8d-4794-a3ed-32af59c2b073,BEV-003
e17bf6c0-674a-4aea-99ae-f3727cb1d62d,b4134586-d94d-414b-a576-68d44d3c9eca,BEV-001
97189d26-e07b-4f2f-a754-ba5d3cabda6d,493bfa7b-cb8b-4f2b-af4d-5c10b7a2b1ce,BEV-005
d0e4c405-0e18-450d-b09e-cf3f95e12bfd,493bfa7b-cb8b-4f2b-af4d-5c10b7a2b1ce,BEV-005
a8fd2f72-ac19-40dd-b65b-137a50ff6a83,686c54e1-a8cf-44ba-941c-8f87262da3e3,BEV-005
3828ebea-8c00-4d27-a913-1555e33c3a11,0ce74379-86b3-4282-bf8c-8dbf06d651ab,BEV-001
11f6692e-3f50-4671-a211-664465295de9,3b3a79f4-44a8-44c0-9f99-e73cd09afed0,BEV-004
ec0e1cfd-32e6-4268-a523-d20c7d72f375,3b3a79f4-44a8-44c0-9f99-e73cd09afed0,JAF-001
bfbff47b-aa9d-4904-a640-3a0632501b12,9471905f-8b54-4e2c-ad2a-38e3f88504e1,BEV-005
a2c4e42c-aea1-4fb6-a52d-bd4f06b25d46,336fcb66-693e-40d9-af98-d2212b430922,BEV-005
9eab2c22-6736-49e9-974a-103a8510e690,df1a8c28-38e6-44c3-8397-c72a806165cd,BEV-004
a0aaae52-0ba7-45be-bcb9-49e5eb0f96bc,df1a8c28-38e6-44c3-8397-c72a806165cd,BEV-002
8223fd5b-c8eb-4549-ab3e-20a9db3b6722,6dcda41a-3200-4ae8-9ad8-95f31cc11754,BEV-002
57854651-01c9-4a5f-91d1-16649e4c9089,6361ad55-7074-4370-97c1-c8870403c664,BEV-003
cc116527-8344-47a8-b321-f3b64330a783,385ea5b0-6358-4066-a8aa-f426177c0200,BEV-005
1c287169-a2cf-4602-9b0b-4e850c13cd07,20693618-0157-4f81-98da-fadea150aa93,BEV-004
be816212-2e41-47e0-950d-e50c3d3fdab8,b0ba396a-6be8-48fe-b048-35562d9f7bf6,BEV-005
93bdbf4b-e63e-4984-9830-5c64e5a456d1,6ea0e3b7-0743-459d-ab19-08efcd035331,BEV-002
aaf4475f-a3a8-4509-a34d-dae850c9ed66,768dc0e8-decc-4468-aaef-837e9346a95b,BEV-002
a902ac91-bef5-4488-8453-8fb21ddedff7,087ff832-5fd3-42d0-8d64-7c9f4c79840d,BEV-005
40351ffd-13cf-4111-926f-e02f675ca90e,1a03973d-1869-4370-9a2c-d1cbd33d5435,BEV-001
57631bca-6862-4035-8e40-6978731a3721,159be4ac-53c7-4c59-a558-f6fb2b1204d4,BEV-001
b9d51bbb-fdbf-4d41-a108-7bde213932e4,c9cfd461-d50f-4c82-beaf-9368b516b209,BEV-003
f0ab56aa-7695-4917-b1c2-ec860e8d25bd,c29e9468-6812-4cf9-864a-791f3e784544,BEV-002
99f44068-1a71-4a51-b3ba-fb2a994e1f23,4f1fd802-9bc8-43ce-8852-9e2b3a8ec445,BEV-001
6e5e3172-e959-4f89-b209-b7bfe31de790,b55f886f-0df9-4f29-85bb-6d1232883ca0,BEV-003
dd5627a1-8b55-4b4d-a5b1-e8fceb536cbf,d51ba8d6-bb93-4d2a-9c15-44128d95dd7d,BEV-005
4ce29c11-d9b0-470f-b431-99b5a00767ae,6c66447b-267f-442d-91a1-84e00c45ced5,BEV-003
6be2d9a5-67b9-4ba4-ac33-9610d70ebc1d,6c66447b-267f-442d-91a1-84e00c45ced5,JAF-003
317d5c52-656d-4aad-ad4f-3bef3bf5244c,7b8eaaf1-0805-4160-bbf3-13be5d358232,BEV-001
